movie_title,release_date,wikipedia_url,genre,director_1,director_2,cast_1,cast_2,cast_3,cast_4,cast_5,budget,revenue
10 Cloverfield Lane,2016-03-08,https://en.wikipedia.org/wiki/10_Cloverfield_Lane,Thriller,Dan Trachtenberg,N/A,Mary Elizabeth Winstead,John Goodman,John Gallagher,N/A,N/A,15000000.0,108300000.0
13 Hours: The Secret Soldiers of Benghazi,2016-01-15,https://en.wikipedia.org/wiki/13_Hours:_The_Secret_Soldiers_of_Benghazi,Action,Michael Bay,N/A,James Badge Dale,John Krasinski,Toby Stephens,Pablo Schreiber,Max Martini,45000000.0,69400000.0
2 Guns,2013-08-02,https://en.wikipedia.org/wiki/2_Guns,Action,Baltasar Kormákur,N/A,Mark Wahlberg,Denzel Washington,Paula Patton,Bill Paxton,Edward James Olmos,61000000.0,131900000.0
21 Jump Street,2012-03-16,https://en.wikipedia.org/wiki/21_Jump_Street_(film),Comedy,Phil Lord,Chris Miller,Jonah Hill,Channing Tatum,Ice Cube,Brie Larson,Rob Riggle,55000000.0,201500000.0
22 Jump Street,2014-06-04,https://en.wikipedia.org/wiki/22_Jump_Street,Action,Phil Lord,Chris Miller,Channing Tatum,Jonah Hill,Ice Cube,N/A,N/A,84500000.0,331300000.0
300: Rise of an Empire,2014-03-04,https://en.wikipedia.org/wiki/300:_Rise_of_an_Empire,Action,Noam Murro,N/A,Rodrigo Santoro,Eva Green,Sullivan Stapleton,Hans Matheson,Lena Headey,110000000.0,337600000.0
42,2013-04-12,https://en.wikipedia.org/wiki/42_(film),Biography,Brian Helgeland,N/A,Harrison Ford,Chadwick Boseman,Christopher Meloni,Ryan Merriman,Andre Holland,40000000.0,97500000.0
71,2014-02-07,https://en.wikipedia.org/wiki/%252771_(film),Action,Yann Demange,N/A,Jack O'Connell,Richard Dormer,Sean Harris,Sam Reid,N/A,8100000.0,2900000.0
90 Minutes in Heaven,2015-09-11,https://en.wikipedia.org/wiki/90_Minutes_in_Heaven_(film),Drama,Michael Polish,N/A,Hayden Christensen,Kate Bosworth,Dwight Yoakam,Michael W. Smith,N/A,5000000.0,4800000.0
A Good Day to Die Hard,2013-02-14,https://en.wikipedia.org/wiki/A_Good_Day_to_Die_Hard,Action,John Moore,N/A,Bruce Willis,Jai Courtney,Sebastian Koch,Yuliya Snigir,Radivoje Bukvić,92000000.0,304700000.0
A Haunted House,2013-01-11,https://en.wikipedia.org/wiki/A_Haunted_House_(film),Comedy,Michael Tiddes,N/A,Marlon Wayans,Nick Swardson,David Koechner,Essence Atkins,Cedric the Entertainer,2500000.0,60100000.0
A Haunted House 2,2014-04-18,https://en.wikipedia.org/wiki/A_Haunted_House_2,Comedy,Michael Tiddes,N/A,Marlon Wayans,Jaime Pressly,Essence Atkins,Cedric the Entertainer,Gabriel Iglesias,4000000.0,24000000.0
A Long Way Down,2014-02-10,https://en.wikipedia.org/wiki/A_Long_Way_Down_(film),Comedy,Pascal Chaumeil,N/A,Toni Collette,Pierce Brosnan,Aaron Paul,Imogen Poots,N/A,22700000.0,7100000.0
A Most Violent Year,2014-11-06,https://en.wikipedia.org/wiki/A_Most_Violent_Year,Action,J. C. Chandor,N/A,Oscar Isaac,Jessica Chastain,Alessandro Nivola,David Oyelowo,Albert Brooks,20000000.0,12000000.0
A Most Wanted Man,2014-01-19,https://en.wikipedia.org/wiki/A_Most_Wanted_Man_(film),Thriller,Anton Corbijn,N/A,Philip Seymour Hoffman,Rachel McAdams,Robin Wright,Willem Dafoe,Grigoriy Dobrygin,15000000.0,36200000.0
A Thousand Words,2012-03-09,https://en.wikipedia.org/wiki/A_Thousand_Words_(film),Comedy,Brian Robbins,N/A,Eddie Murphy,Kerry Washington,Cliff Curtis,Clark Duke,Allison Janney,40000000.0,22000000.0
A Walk Among the Tombstones,2014-09-19,https://en.wikipedia.org/wiki/A_Walk_Among_the_Tombstones_(film),Crime,Scott Frank,N/A,Liam Neeson,Dan Stevens,Ruth Wilson,Boyd Holbrook,N/A,28000000.0,58800000.0
A Walk in the Woods,2015-01-23,https://en.wikipedia.org/wiki/A_Walk_in_the_Woods_(film),Adventure,Ken Kwapis,N/A,Robert Redford,Nick Nolte,Emma Thompson,N/A,N/A,8000000.0,36000000.0
Abraham Lincoln: Vampire Hunter,2012-06-22,https://en.wikipedia.org/wiki/Abraham_Lincoln:_Vampire_Hunter_(film),Horror,Timur Bekmambetov,N/A,Benjamin Walker,Dominic Cooper,Anthony Mackie,Mary Elizabeth Winstead,Rufus Sewell,99500000.0,116400000.0
After Earth,2013-05-31,https://en.wikipedia.org/wiki/After_Earth,Sci-Fi,M. Night Shyamalan,N/A,Jaden Smith,Will Smith,Isabelle Fuhrman,Zoe Kravitz,N/A,130000000.0,243800000.0
Ain't Them Bodies Saints,2013-08-16,https://en.wikipedia.org/wiki/Ain%2527t_Them_Bodies_Saints,Drama,David Lowery,N/A,Casey Affleck,Rooney Mara,Ben Foster,Rami Malek,Keith Carradine,4000000.0,1000000.0
Alex Cross,2012-10-19,https://en.wikipedia.org/wiki/Alex_Cross_(film),Crime,Rob Cohen,N/A,Tyler Perry,Matthew Fox,Rachel Nichols,Edward Burns,Jean Reno,35000000.0,34600000.0
Aloha,2015-05-27,https://en.wikipedia.org/wiki/Aloha_(film),Romance,Cameron Crowe,N/A,Bradley Cooper,Emma Stone,Alec Baldwin,Rachel McAdams,Bill Murray,52000000.0,26300000.0
Alvin and the Chipmunks: The Road Chip,2015-12-18,https://en.wikipedia.org/wiki/Alvin_and_the_Chipmunks:_The_Road_Chip,Comedy,Walt Becker,N/A,Jason Lee,Tony Hale,Kimberly Williams-Paisley,Josh Green,Bella Thorne,90000000.0,234800000.0
American Reunion,2012-04-06,https://en.wikipedia.org/wiki/American_Reunion,Comedy,Jon Hurwitz,N/A,Alyson Hannigan,Seann William Scott,Tara Reid,Jason Biggs,Eugene Levy,50000000.0,235000000.0
American Sniper,2014-11-11,https://en.wikipedia.org/wiki/American_Sniper,Drama,Clint Eastwood,N/A,Bradley Cooper,Sienna Miller,Max Charles,Luke Grimes,N/A,58800000.0,547400000.0
American Ultra,2015-08-21,https://en.wikipedia.org/wiki/American_Ultra,Action,Nima Nourizadeh,N/A,Jesse Eisenberg,Kristen Stewart,Connie Britton,Topher Grace,John Leguizamo,28000000.0,27100000.0
Amy,2015-06-16,https://en.wikipedia.org/wiki/Amy_(2015_film),Biography,Asif Kapadia,N/A,Amy Winehouse,Mitchell Winehouse,Janis Winehouse,Raye Cosbert,Nick Shymansky,3400000.0,22000000.0
Annabelle,2014-09-26,https://en.wikipedia.org/wiki/Annabelle_(film),Horror,John R. Leonetti,N/A,Annabelle Wallis,Alfre Woodard,Eric Ladin,Brian Howe,N/A,6500000.0,256900000.0
Annie,2014-12-07,https://en.wikipedia.org/wiki/Annie_(2014_film),Comedy,Will Gluck,N/A,Quvenzhané Wallis,Jamie Foxx,Cameron Diaz,Rose Byrne,Bobby Cannavale,65000000.0,133800000.0
Ant-Man,2015-06-29,https://en.wikipedia.org/wiki/Ant-Man_(film),Action,Peyton Reed,N/A,Paul Rudd,Evangeline Lilly,Corey Stoll,Bobby Cannavale,Michael Peña,130000000.0,519400000.0
Argo,2012-10-12,https://en.wikipedia.org/wiki/Argo_(2012_film),Drama,Ben Affleck,N/A,Ben Affleck,John Goodman,Alan Arkin,Bryan Cranston,Victor Garber,44500000.0,232300000.0
"As Above, So Below",2014-08-29,"https://en.wikipedia.org/wiki/As_Above,_So_Below_(film)",Horror,John Erick Dowdle,N/A,Drew Dowdle (screenplay)Perdita Weeks,Ben Feldman,Edwin Hodge,François Civil,Marion Lambert,5000000.0,5000000.0
Bad Moms,2016-07-29,https://en.wikipedia.org/wiki/Bad_Moms,Comedy,Jon Lucas,Scott Moore,Mila Kunis,Christina Applegate,Kristen Bell,Jada Pinkett Smith,Kathryn Hahn,20000000.0,124200000.0
Barbershop: The Next Cut,2016-04-15,https://en.wikipedia.org/wiki/Barbershop:_The_Next_Cut,Comedy,Malcolm D. Lee,N/A,Ice Cube,Cedric the Entertainer,Nicki Minaj,Regina Hall,Eve,20000000.0,55000000.0
Batman v Superman: Dawn of Justice,2016-03-19,https://en.wikipedia.org/wiki/Batman_v_Superman:_Dawn_of_Justice,Action,Zack Snyder,N/A,Ben Affleck,Henry Cavill,Amy Adams,Jesse Eisenberg,Diane Lane,250000000.0,872700000.0
Batman: The Killing Joke,2016-07-25,https://en.wikipedia.org/wiki/Batman:_The_Killing_Joke_(film),Action,Sam Liu,Bruce Timm,Kevin Conroy,Mark Hamill,Tara Strong,Ray Wise,N/A,3500000.0,4400000.0
Battle of the Year,2013-09-20,https://en.wikipedia.org/wiki/Battle_of_the_Year_(film),Musical,Benson Lee,N/A,Josh Holloway,Laz Alonso,Josh Peck,Caity Lotz,Chris Brown,20000000.0,16500000.0
Battleship,2012-05-18,https://en.wikipedia.org/wiki/Battleship_(film),Action,Peter Berg,N/A,Alexander Skarsgård,Taylor Kitsch,Brooklyn Decker,Rihanna,Liam Neeson,220000000.0,303000000.0
Beasts of the Southern Wild,2012-06-27,https://en.wikipedia.org/wiki/Beasts_of_the_Southern_Wild,Drama,Benh Zeitlin,N/A,Quvenzhané Wallis,Dwight Henry,N/A,N/A,N/A,1800000.0,21900000.0
Beautiful Creatures,2013-02-14,https://en.wikipedia.org/wiki/Beautiful_Creatures_(2013_film),Fantasy,Richard LaGravenese,N/A,Viola Davis,Alice Englert,Emma Thompson,Emmy Rossum,Jeremy Irons,60000000.0,60100000.0
Before I Go to Sleep,2014-09-04,https://en.wikipedia.org/wiki/Before_I_Go_to_Sleep_(film),Mystery,Rowan Joffé,N/A,Nicole Kidman,Mark Strong,Colin Firth,Anne-Marie Duff,N/A,22000000.0,15100000.0
Ben-Hur,2016-08-19,https://en.wikipedia.org/wiki/Ben-Hur_(2016_film),Adventure,Timur Bekmambetov,N/A,Jack Huston,Morgan Freeman,Toby Kebbell,Rodrigo Santoro,Nazanin Boniadi,100000000.0,41400000.0
Beyond the Lights,2014-09-06,https://en.wikipedia.org/wiki/Beyond_the_Lights,Romance,Gina Prince-Bythewood,N/A,Gugu Mbatha-Raw,Nate Parker,Minnie Driver,Danny Glover,N/A,7000000.0,14600000.0
Big Eyes,2014-12-25,https://en.wikipedia.org/wiki/Big_Eyes,Biography,Tim Burton,N/A,Amy Adams,Christoph Waltz,Krysten Ritter,Danny Huston,Terence Stamp,10000000.0,29300000.0
Black Mass,2015-09-04,https://en.wikipedia.org/wiki/Black_Mass_(film),Action,Scott Cooper,N/A,Johnny Depp,Joel Edgerton,Benedict Cumberbatch,Sienna Miller,Dakota Johnson,53000000.0,99800000.0
Blackhat,2015-01-08,https://en.wikipedia.org/wiki/Blackhat_(film),Action,Michael Mann,N/A,Chris Hemsworth,Viola Davis,John Ortiz,Yorick van Wageningen,Tang Wei,70000000.0,19700000.0
Blended,2014-05-23,https://en.wikipedia.org/wiki/Blended_(film),Comedy,Frank Coraci,N/A,Adam Sandler,Drew Barrymore,Bella Thorne,Emma Fuhrmann,Terry Crews,40000000.0,128000000.0
Blue Jasmine,2013-07-26,https://en.wikipedia.org/wiki/Blue_Jasmine,Drama,Woody Allen,N/A,Alec Baldwin,Cate Blanchett,Bobby Cannavale,Louis C.K.,Andrew Dice Clay,18000000.0,97500000.0
Boyhood,2014-01-19,https://en.wikipedia.org/wiki/Boyhood_(film),Drama,Richard Linklater,N/A,Ethan Hawke,Patricia Arquette,Ellar Coltrane,N/A,N/A,4000000.0,44500000.0
Brick Mansions,2014-04-23,https://en.wikipedia.org/wiki/Brick_Mansions,Action,Camille Delamarre,N/A,Paul Walker,David Belle,RZA,N/A,N/A,23000000.0,69000000.0
Bridge of Spies,2015-10-04,https://en.wikipedia.org/wiki/Bridge_of_Spies_(film),Drama,Steven Spielberg,N/A,Tom Hanks,Mark Rylance,Amy Ryan,Alan Alda,Austin Stowell,40000000.0,165500000.0
Brooklyn,2015-01-26,https://en.wikipedia.org/wiki/Brooklyn_(film),Drama,John Crowley,N/A,Saoirse Ronan,Emory Cohen,Domhnall Gleeson,Jim Broadbent,Julie Walters,11000000.0,62100000.0
Bullet to the Head,2013-02-01,https://en.wikipedia.org/wiki/Bullet_to_the_Head,Crime,Walter Hill,N/A,Sylvester Stallone,Sung Kang,Sarah Shahi,Adewale Akinnuoye-Agbaje,Religious Slater,55000000.0,21900000.0
Burnt,2015-10-06,https://en.wikipedia.org/wiki/Burnt_(film),Comedy,John Wells,N/A,Bradley Cooper,Jamie Dornan,Emma Thompson,Sienna Miller,Daniel Brühl,20000000.0,36600000.0
By the Sea,2015-11-05,https://en.wikipedia.org/wiki/By_the_Sea_(2015_film),Drama,Angelina Jolie,N/A,Angelina Jolie,Brad Pitt,Mélanie Laurent,Niels Arestrup,Melvil Poupaud,10000000.0,3300000.0
Captain America: The Winter Soldier,2014-03-13,https://en.wikipedia.org/wiki/Captain_America:_The_Winter_Soldier,Action,Anthony Russo,Joe Russo,Chris Evans,Scarlett Johansson,Sebastian Stan,Anthony Mackie,Cobie Smulders,170000000.0,714400000.0
Captive,2015-09-18,https://en.wikipedia.org/wiki/Captive_(2015_film),Crime,Jerry Jameson,N/A,David Oyelowo,Kate Mara,Michael K. Williams,Leonor Varela,Jessica Oyelowo,2000000.0,2800000.0
Carol,2015-05-17,https://en.wikipedia.org/wiki/Carol_(film),Drama,Todd Haynes,N/A,Cate Blanchett,Rooney Mara,Sarah Paulson,Kyle Chandler,Jake Lacy,11800000.0,40300000.0
Central Intelligence,2016-06-10,https://en.wikipedia.org/wiki/Central_Intelligence,Action,Rawson Marshall Thurber,N/A,Dwayne Johnson,Kevin Hart,Amy Ryan,Aaron Paul,N/A,50000000.0,212200000.0
Cesar Chavez,2014-02-12,https://en.wikipedia.org/wiki/Cesar_Chavez_(film),Drama,Diego Luna,N/A,Michael Peña,America Ferrera,Rosario Dawson,John Malkovich,N/A,10000000.0,6700000.0
Chappie,2015-03-04,https://en.wikipedia.org/wiki/Chappie_(film),Sci-Fi,Neill Blomkamp,N/A,Sharlto Copley,Ninja,Yolandi Visser,Dev Patel,Hugh Jackman,49000000.0,102100000.0
Chasing Mavericks,2012-10-26,https://en.wikipedia.org/wiki/Chasing_Mavericks,Biography,Curtis Hanson,Michael Apted,Gerard Butler,Jonny Weston,Elisabeth Shue,Abigail Spencer,N/A,20000000.0,8300000.0
Chef,2014-03-07,https://en.wikipedia.org/wiki/Chef_(film),Comedy,Jon Favreau,N/A,Jon Favreau,Sofía Vergara,Scarlett Johansson,John Leguizamo,Robert Downey,11000000.0,46000000.0
Chernobyl Diaries,2012-05-25,https://en.wikipedia.org/wiki/Chernobyl_Diaries,Horror,Bradley Parker,N/A,Jonathan Sadowski,Devin Kelley,Jesse McCartney,Olivia Taylor Dudley,Nathan Phillips,1000000.0,37200000.0
Child 44,2015-04-17,https://en.wikipedia.org/wiki/Child_44_(film),Drama,Daniel Espinosa,N/A,Tom Hardy,Gary Oldman,Joel Kinnaman,Noomi Rapace,Jason Clarke,50000000.0,13000000.0
Chronicle,2012-02-03,https://en.wikipedia.org/wiki/Chronicle_(film),Sci-Fi,Josh Trank,N/A,Dane DeHaan,Michael B. Jordan,Alex Russell,Michael Kelly,N/A,12000000.0,126600000.0
Cloud Atlas,2012-10-26,https://en.wikipedia.org/wiki/Cloud_Atlas_(film),Drama,Tom Tykwer,Andy Wachowski,Tom Hanks,Jim Sturgess,David Gyasi,Jim Broadbent,Ben Whishaw,128500000.0,130500000.0
Cloudy with a Chance of Meatballs 2,2013-09-27,https://en.wikipedia.org/wiki/Cloudy_with_a_Chance_of_Meatballs_2,Family,Cody Cameron,Kris Pearn,Anna Faris,Bill Hader,Andy Samberg,Kristen Schaal,James Caan,78000000.0,274300000.0
Concussion,2015-12-25,https://en.wikipedia.org/wiki/Concussion_(2015_film),Drama,Peter Landesman,N/A,Will Smith,Alec Baldwin,Gugu Mbatha-Raw,Albert Brooks,Paul Reiser,57000000.0,50300000.0
Creed,2015-11-25,https://en.wikipedia.org/wiki/Creed_(film),Drama,Ryan Coogler,N/A,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,Graham McTavish,Tony Bellew,40000000.0,173600000.0
Criminal,2016-04-15,https://en.wikipedia.org/wiki/Criminal_(2016_film),Action,Ariel Vromen,N/A,Kevin Costner,Gary Oldman,Tommy Lee Jones,Alice Eve,Gal Gadot,31500000.0,35600000.0
Crimson Peak,2015-10-16,https://en.wikipedia.org/wiki/Crimson_Peak,Horror,Guillermo del Toro,N/A,Mia Wasikowska,Tom Hiddleston,Charlie Hunnam,Jessica Chastain,Jim Beaver,55000000.0,74700000.0
Daddy's Home,2015-12-25,https://en.wikipedia.org/wiki/Daddy%2527s_Home_(film),Comedy,Sean Anders,John Morris,Will Ferrell,Mark Wahlberg,Linda Cardellini,N/A,N/A,69000000.0,240400000.0
Danny Collins,2015-03-20,https://en.wikipedia.org/wiki/Danny_Collins_(film),Comedy,Dan Fogelman,N/A,Al Pacino,Annette Bening,Jennifer Garner,Bobby Cannavale,Christopher Plummer,10000000.0,8200000.0
Dark Shadows,2012-05-11,https://en.wikipedia.org/wiki/Dark_Shadows_(film),Comedy,Tim Burton,N/A,Johnny Depp,Michelle Pfeiffer,Helena Bonham Carter,Eva Green,Jackie Earle Haley,150000000.0,245500000.0
Dark Skies,2013-02-22,https://en.wikipedia.org/wiki/Dark_Skies_(film),Horror,Scott Charles Stewart,N/A,Keri Russell,Josh Hamilton,Dakota Goyo,N/A,N/A,3500000.0,26400000.0
Dawn of the Planet of the Apes,2014-06-26,https://en.wikipedia.org/wiki/Dawn_of_the_Planet_of_the_Apes,Action,Matt Reeves,N/A,Andy Serkis,Gary Oldman,Jason Clarke,Kodi Smit-McPhee,Keri Russell,235000000.0,710600000.0
Dead Man Down,2013-03-08,https://en.wikipedia.org/wiki/Dead_Man_Down,Action,Niels Arden Oplev,N/A,Colin Farrell,Noomi Rapace,Dominic Cooper,Terrence Howard,Wade Barrett,30000000.0,18100000.0
Deadpool,2016-02-08,https://en.wikipedia.org/wiki/Deadpool_(film),Action,Tim Miller,N/A,Ryan Reynolds,Gina Carano,T. J. Miller,Ed Skrein,Morena Baccarin,58000000.0,782600000.0
Declaration of War,2012-01-27,https://en.wikipedia.org/wiki/Declaration_of_War_(film),Romance,Valérie Donzelli,N/A,Valérie Donzelli (director),N/A,N/A,N/A,N/A,1500000.0,6500000.0
Deliver Us from Evil,2014-07-02,https://en.wikipedia.org/wiki/Deliver_Us_from_Evil_(2014_film),Horror,Scott Derrickson,Paul Harris,Eric Bana,Édgar Ramírez,Olivia Munn,Joel McHale,N/A,30000000.0,87900000.0
Despicable Me 2,2013-06-20,https://en.wikipedia.org/wiki/Despicable_Me_2,Comedy,Chris Renaud,Pierre Coffin,Steve Carell,Kristen Wiig,Miranda Cosgrove,Dana Gaier,Elsie Fisher,76000000.0,970800000.0
Devil's Due,2014-01-17,https://en.wikipedia.org/wiki/Devil%2527s_Due_(film),Horror,Matt Bettinelli-Olpin,Tyler Gillett,Allison Miller,Zach Gilford,Sam Anderson,Aimee Carrero,Vanessa Ray,7000000.0,36900000.0
Diary of a Wimpy Kid: Dog Days,2012-08-03,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_Dog_Days_(film),Comedy,David Bowers,N/A,Zachary Gordon,Robert Capron,Rachael Harris,Devon Bostick,Steve Zahn,22000000.0,77100000.0
Divergent,2014-03-18,https://en.wikipedia.org/wiki/Divergent_(film),Sci-Fi,Neil Burger,N/A,Shailene Woodley,Kate Winslet,Theo James,Ansel Elgort,Zoë Kravitz,85000000.0,288900000.0
Django Unchained,2012-12-25,https://en.wikipedia.org/wiki/Django_Unchained,Action,Quentin Tarantino,N/A,Christoph Waltz,Jamie Foxx,Leonardo DiCaprio,Samuel L. Jackson,Bruce Dern,100000000.0,425400000.0
Dolphin Tale 2,2014-09-12,https://en.wikipedia.org/wiki/Dolphin_Tale_2,Family,Charles Martin Smith,N/A,Winter,Hope,Nathan Gamble,Harry Connick,Jr.,36000000.0,57800000.0
Don't Breathe,2016-08-26,https://en.wikipedia.org/wiki/Don%2527t_Breathe_(2016_film),Thriller,Fede Alvarez,N/A,Dylan Minnette,Stephen Lang,Daniel Zovatto,N/A,N/A,9900000.0,28300000.0
Dr. Seuss' The Lorax,2012-03-02,https://en.wikipedia.org/wiki/The_Lorax_(film),Family,Chris Renaud,N/A,Danny DeVito,Zac Efron,Taylor Swift,Ed Helms,Rob Riggle,70000000.0,348800000.0
Dracula Untold,2014-10-10,https://en.wikipedia.org/wiki/Dracula_Untold,Drama,Gary Shore,N/A,Luke Evans,Sarah Gadon,William Houston,Dominic Cooper,Samantha Barks,70000000.0,217100000.0
Draft Day,2014-04-07,https://en.wikipedia.org/wiki/Draft_Day,Drama,Ivan Reitman,N/A,Kevin Costner,Jennifer Garner,Denis Leary,Frank Langella,Tom Welling,25000000.0,29500000.0
Dragon Blade,2015-02-18,https://en.wikipedia.org/wiki/Dragon_Blade_(film),Action,Daniel Lee,N/A,Jackie Chan,Choi Siwon,John Cusack,Adrien Brody,James Lee Guy,65000000.0,120000000.0
Dumb and Dumber To,2014-11-14,https://en.wikipedia.org/wiki/Dumb_and_Dumber_To,Comedy,Peter Farrelly,Bobby Farrelly,Jim Carrey,Jeff Daniels,Kathleen Turner,Laurie Holden,N/A,50000000.0,169800000.0
Earth to Echo,2014-06-14,https://en.wikipedia.org/wiki/Earth_to_Echo,Sci-Fi,Dave Green,N/A,Astro,Teo Halm,Reese Hartwig,Ella Wahlestedt,N/A,13000000.0,45300000.0
Eddie the Eagle,2016-02-26,https://en.wikipedia.org/wiki/Eddie_the_Eagle_(film),Drama,Dexter Fletcher,N/A,Taron Egerton,Christopher Walken,Hugh Jackman,N/A,N/A,23000000.0,46200000.0
Edge of Tomorrow,2014-05-28,https://en.wikipedia.org/wiki/Edge_of_Tomorrow_(film),Action,Doug Liman,N/A,Tom Cruise,Emily Blunt,N/A,N/A,N/A,178000000.0,370500000.0
Elysium,2013-08-09,https://en.wikipedia.org/wiki/Elysium_(film),Sci-Fi,Neill Blomkamp,N/A,Matt Damon,Jodie Foster,Sharlto Copley,Wagner Moura,Alice Braga,115000000.0,286100000.0
Embrace of the Serpent,2015-05-15,https://en.wikipedia.org/wiki/Embrace_of_the_Serpent,Adventure,Ciro Guerra,N/A,Jan Bijvoet,Nilbio Torres,Antonio Bolívar,N/A,N/A,1400000.0,2800000.0
End of Watch,2012-09-21,https://en.wikipedia.org/wiki/End_of_Watch,Action,David Ayer,N/A,Jake Gyllenhaal,Michael Peña,Anna Kendrick,Frank Grillo,America Ferrera,7000000.0,48100000.0
Enough Said,2013-09-20,https://en.wikipedia.org/wiki/Enough_Said_(film),Comedy,Nicole Holofcener,N/A,James Gandolfini,Julia Louis-Dreyfus,Toni Collette,Catherine Keener,Ben Falcone,8000000.0,25300000.0
Entourage,2015-05-27,https://en.wikipedia.org/wiki/Entourage_(film),Comedy,Doug Ellin,N/A,Adrian Grenier,Kevin Connolly,Kevin Dillon,Jerry Ferrara,Jeremy Piven,39000000.0,49300000.0
Epic,2013-05-24,https://en.wikipedia.org/wiki/Epic_(2013_film),Adventure,Chris Wedge,N/A,Colin Farrell,Josh Hutcherson,Amanda Seyfried,Jason Sudeikis,Christoph Waltz,93000000.0,268400000.0
Escape from Planet Earth,2013-02-15,https://en.wikipedia.org/wiki/Escape_from_Planet_Earth,Comedy,Cal Brunker,N/A,Brendan Fraser,Rob Corddry,Jessica Alba,William Shatner,Sarah Jessica Parker,40000000.0,74600000.0
Evil Dead,2013-04-05,https://en.wikipedia.org/wiki/Evil_Dead_(2013_film),Horror,Fede Alvarez,N/A,Jane Levy,Shiloh Fernandez,Lou Taylor Pucci,Jessica Lucas,Elizabeth Blackmore,17000000.0,97500000.0
Ex Machina,2015-01-21,https://en.wikipedia.org/wiki/Ex_Machina_(film),Sci-Fi,Alex Garland,N/A,Domhnall Gleeson,Oscar Isaac,Alicia Vikander,N/A,N/A,15000000.0,36900000.0
Eye in the Sky,2015-09-11,https://en.wikipedia.org/wiki/Eye_in_the_Sky_(2015_film),Thriller,Gavin Hood,N/A,Helen Mirren,Aaron Paul,Alan Rickman,Barkhad Abdi,N/A,13000000.0,32800000.0
Fantastic Four,2015-08-04,https://en.wikipedia.org/wiki/Fantastic_Four_(2015_film),Action,Josh Trank,N/A,Miles Teller,Michael B. Jordan,Kate Mara,Jamie Bell,Toby Kebbell,120000000.0,168000000.0
Fast & Furious 6,2013-05-17,https://en.wikipedia.org/wiki/Fast_%2526_Furious_6,Action,Justin Lin,N/A,Vin Diesel,Dwayne Johnson,Paul Walker,Michelle Rodriguez,Jordana Brewster,160000000.0,788700000.0
Flight,2012-11-02,https://en.wikipedia.org/wiki/Flight_(2012_film),Drama,Robert Zemeckis,N/A,Denzel Washington,Brian Geraghty,Nadine Velazquez,Bruce Greenwood,John Goodman,31000000.0,161800000.0
Florence Foster Jenkins,2016-04-27,https://en.wikipedia.org/wiki/Florence_Foster_Jenkins_(film),Biography,Stephen Frears,N/A,Meryl Streep,Hugh Grant,Simon Helberg,Nina Arianda,Rebecca Ferguson,19000000.0,31700000.0
Frances Ha,2013-05-17,https://en.wikipedia.org/wiki/Frances_Ha,Drama,Noah Baumbach,N/A,Greta Gerwig,Charlotte d'Amboise,Adam Driver,Grace Gummer,Patrick Heusinger,3000000.0,11300000.0
Free State of Jones,2016-06-16,https://en.wikipedia.org/wiki/Free_State_of_Jones_(film),Drama,Gary Ross,N/A,Matthew McConaughey,Gugu Mbatha-Raw,Keri Russell,Mahershala Ali,N/A,50000000.0,21200000.0
Friends with Kids,2012-03-09,https://en.wikipedia.org/wiki/Friends_with_Kids,Comedy,Jennifer Westfeldt,N/A,Adam Scott,Jennifer Westfeldt,Jon Hamm,Kristen Wiig,Maya Rudolph,10000000.0,12200000.0
Fun Size,2012-10-26,https://en.wikipedia.org/wiki/Fun_Size,Comedy,Josh Schwartz,N/A,Victoria Justice,Jane Levy,Thomas McDonell,Thomas Mann,Chelsea Handler,14000000.0,11400000.0
Fury,2014-10-15,https://en.wikipedia.org/wiki/Fury_(2014_film),Action,David Ayer,N/A,Brad Pitt,Shia LaBeouf,Logan Lerman,Michael Peña,Jon Bernthal,68000000.0,211800000.0
G.I. Joe: Retaliation,2013-03-27,https://en.wikipedia.org/wiki/G.I._Joe:_Retaliation,Action,Jon Chu,N/A,Channing Tatum,Ray Park,Dwayne Johnson,Bruce Willis,Elodie Yung,130000000.0,375700000.0
Gangster Squad,2013-01-11,https://en.wikipedia.org/wiki/Gangster_Squad,Action,Ruben Fleischer,N/A,Ryan Gosling,Emma Stone,Sean Penn,Josh Brolin,Robert Patrick,75000000.0,105200000.0
Get Hard,2015-03-27,https://en.wikipedia.org/wiki/Get_Hard,Comedy,Etan Cohen,N/A,Will Ferrell,Kevin Hart,Alison Brie,Craig T. Nelson,T.I.,40000000.0,111800000.0
Get on Up,2014-08-01,https://en.wikipedia.org/wiki/Get_on_Up_(film),Drama,Tate Taylor,N/A,Chadwick Boseman,Nelsan Ellis,Brandon Mychal Smith,Jill Scott,Tika Sumpter,30000000.0,33400000.0
Getaway,2013-08-30,https://en.wikipedia.org/wiki/Getaway_(film),Action,Courtney Solomon,Yaron Levy,Ethan Hawke,Selena Gomez,Jon Voight,James Maslow,N/A,18000000.0,11800000.0
Ghost Rider: Spirit of Vengeance,2012-02-17,https://en.wikipedia.org/wiki/Ghost_Rider:_Spirit_of_Vengeance,Action,Mark Neveldine,Brian Taylor,Nicolas Cage,Idris Elba,Fergus Riordan,Ciarán Hinds,Violante Placido,57000000.0,132600000.0
